"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
121,"農地","","23202","愛知県","岡崎市","生平町","","",410000,"","","135",,"","","","","","","","","",,"",,,"2018年第４四半期","",""
122,"宅地(土地)","宅地見込地","23202","愛知県","岡崎市","大井野町","東岡崎","1H30?2H",3800000,"23000","","540",7100,"不整形","36.0","","","","","倉庫","北東","県道",6.0,"市街化調整区域",60,200,"2018年第３四半期","",""
123,"農地","","23202","愛知県","岡崎市","大井野町","","",100000,"","","610",,"","","","","","","","","",,"",,,"2018年第３四半期","",""
124,"中古マンション等","","23202","愛知県","岡崎市","大西","東岡崎","29",14000000,"","４ＬＤＫ","80",,"","","","平成2年","ＳＲＣ","","その他","","",,"準工業地域",60,200,"2019年第１四半期","未改装",""
125,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大西","東岡崎","26",39000000,"","","125",,"台形","7.5","100","平成30年","木造","住宅","住宅","南西","市道",6.0,"準住居地域",60,200,"2018年第４四半期","",""
126,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大西","東岡崎","25",40000000,"","","180",,"長方形","10.3","115","平成30年","木造","住宅","住宅","北西","市道",6.0,"第１種住居地域",60,200,"2018年第３四半期","",""
127,"中古マンション等","","23202","愛知県","岡崎市","大西","東岡崎","30分?60分",13000000,"","３ＬＤＫ","80",,"","","","平成3年","ＲＣ","住宅","住宅","","",,"準工業地域",60,200,"2018年第３四半期","",""
128,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大西","東岡崎","20",13000000,"","","100",,"ほぼ長方形","7.7","75","昭和54年","木造","住宅","住宅","南西","市道",5.5,"第１種住居地域",60,200,"2018年第２四半期","",""
129,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大西","東岡崎","26",24000000,"330000","","240",99000,"袋地等","17.8","","","","","住宅","西","市道",6.0,"第１種住居地域",60,200,"2018年第１四半期","",""
130,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大西","東岡崎","20",39000000,"","","135",,"長方形","6.5","110","平成30年","木造","住宅","住宅","北東","市道",6.0,"第１種住居地域",60,200,"2018年第１四半期","",""
131,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大西町","岡崎","30分?60分",42000000,"430000","","320",130000,"ほぼ台形","40.0","","","","","その他","接面道路無","",,"第１種中高層住居専用地域",60,200,"2018年第３四半期","",""
132,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大西町","岡崎","30分?60分",26000000,"","","135",,"ほぼ長方形","6.5","95","平成23年","木造","住宅","住宅","北","市道",4.1,"工業地域",60,200,"2018年第２四半期","",""
133,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大幡町","本宿(愛知)","26",13000000,"110000","","390",33000,"ほぼ長方形","22.0","","","","","","東","市道",3.0,"市街化調整区域",,,"2018年第４四半期","",""
134,"林地","","23202","愛知県","岡崎市","大幡町","","",1000000,"","","3600",,"","","","","","","","","",,"",,,"2018年第２四半期","",""
135,"宅地(土地と建物)","工業地","23202","愛知県","岡崎市","大平町","東岡崎","30分?60分",400000000,"","","2000㎡以上",,"ほぼ台形","50.0m以上","2000㎡以上","平成8年","鉄骨造","工場、事務所、倉庫","工場","北東","国道",25.0,"工業地域",60,200,"2019年第１四半期","",""
136,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大平町","東岡崎","30分?60分",42000000,"","","200",,"ほぼ長方形","11.3","95","","","住宅","","東","市道",4.0,"工業地域",60,200,"2018年第４四半期","",""
137,"宅地(土地)","宅地見込地","23202","愛知県","岡崎市","大平町","東岡崎","30分?60分",20000000,"150000","","430",47000,"ほぼ長方形","22.0","","","","","","西","道路",3.0,"工業地域",60,200,"2018年第３四半期","",""
138,"宅地(土地と建物)","工業地","23202","愛知県","岡崎市","大平町","東岡崎","30分?60分",300000000,"","","2000㎡以上",,"ほぼ整形","42.0","910","昭和59年","鉄骨造","工場","工場","東","市道",7.6,"工業地域",60,200,"2018年第２四半期","",""
139,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大平町","東岡崎","30分?60分",40000000,"","","220",,"不整形","5.8","105","平成29年","木造","住宅","住宅","北","市道",4.0,"工業地域",60,200,"2018年第１四半期","",""
140,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大平町","東岡崎","30分?60分",5200000,"170000","","100",51000,"ほぼ整形","7.0","","","","","その他","南東","市道",3.0,"第１種住居地域",60,200,"2018年第１四半期","",""
141,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大平町","美合","28",8500000,"240000","","120",71000,"不整形","9.3","","","","","住宅","南西","市道",6.3,"準工業地域",60,200,"2019年第１四半期","",""
142,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大平町","美合","26",22000000,"450000","","160",140000,"長方形","11.0","","","","","住宅","北","道路",6.0,"準工業地域",60,200,"2018年第４四半期","",""
143,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大平町","美合","30分?60分",30000000,"450000","","220",140000,"ほぼ台形","20.0","","","","","","北東","私道",8.5,"準工業地域",60,200,"2018年第４四半期","",""
144,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大平町","美合","29",45000000,"","","145",,"ほぼ整形","10.0","","","","","住宅","南","私道",6.0,"工業地域",60,200,"2018年第４四半期","",""
145,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大平町","美合","21",3400000,"110000","","100",33000,"不整形","8.6","","","","","その他","西","市道",7.0,"近隣商業地域",80,200,"2018年第３四半期","",""
146,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大平町","美合","23",19000000,"370000","","165",110000,"ほぼ台形","16.4","","","","","住宅","西","市道",5.2,"工業地域",60,200,"2018年第３四半期","",""
147,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大平町","美合","30分?60分",26000000,"170000","","510",51000,"ほぼ長方形","11.0","","","","","","接面道路無","",,"準工業地域",60,200,"2018年第３四半期","",""
148,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大平町","美合","30分?60分",26000000,"170000","","510",51000,"ほぼ長方形","11.0","","","","","","接面道路無","",,"準工業地域",60,200,"2018年第３四半期","",""
149,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大平町","美合","30分?60分",29000000,"190000","","510",57000,"ほぼ長方形","11.0","","","","","","接面道路無","",,"準工業地域",60,200,"2018年第３四半期","",""
150,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大平町","美合","30分?60分",43000000,"","","155",,"ほぼ長方形","10.0","135","平成30年","木造","住宅","","南","道路",5.0,"工業地域",60,200,"2018年第３四半期","",""
151,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大平町","美合","30分?60分",32000000,"","","340",,"不整形","","110","平成22年","木造","住宅","住宅","西","市道",8.0,"工業地域",60,200,"2018年第２四半期","",""
152,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大平町","美合","29",35000000,"","","120",,"ほぼ長方形","9.5","130","平成11年","木造","住宅","住宅","北東","市道",9.0,"準工業地域",60,200,"2018年第２四半期","",""
153,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大平町","美合","23",22000000,"480000","","150",150000,"ほぼ正方形","12.0","","","","","住宅","南","市道",4.0,"工業地域",60,200,"2018年第２四半期","",""
154,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大平町","美合","20",19000000,"380000","","170",110000,"長方形","11.0","","","","","住宅","南西","道路",2.1,"工業地域",60,200,"2018年第２四半期","",""
155,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大平町","美合","29",27000000,"","","130",,"長方形","8.6","105","平成28年","木造","住宅","住宅","北西","道路",4.0,"工業地域",60,200,"2018年第２四半期","",""
156,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大平町","美合","20",65000000,"","","170",,"ほぼ長方形","13.8","150","平成30年","","","住宅","西","市道",6.2,"工業地域",60,200,"2018年第１四半期","",""
157,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大平町","美合","21",26000000,"","","145",,"ほぼ長方形","6.5","100","平成29年","木造","住宅","住宅","北東","市道",3.0,"工業地域",60,200,"2018年第１四半期","",""
158,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大平町","美合","23",27000000,"","","145",,"台形","9.5","100","平成29年","木造","住宅","住宅","北東","市道",3.0,"工業地域",60,200,"2018年第１四半期","",""
159,"宅地(土地と建物)","商業地","23202","愛知県","岡崎市","大平町","美合","25",280000000,"","","2000㎡以上",,"不整形","50.0m以上","1500","昭和55年","鉄骨造","工場、事務所","事務所","南西","国道",25.0,"近隣商業地域",80,200,"2018年第１四半期","",""
160,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大平町","美合","30分?60分",20000000,"300000","","220",90000,"ほぼ台形","19.0","","","","","住宅","南","市道",6.0,"第１種住居地域",60,200,"2018年第１四半期","",""
161,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大平町","美合","25",25000000,"500000","","165",150000,"ほぼ台形","12.4","","","","","住宅","東","道路",6.0,"準工業地域",60,200,"2018年第１四半期","",""
162,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大平町","美合","24",23000000,"340000","","220",100000,"不整形","17.0","","","","","住宅","北東","県道",10.0,"準工業地域",60,200,"2018年第１四半期","",""
163,"宅地(土地と建物)","工業地","23202","愛知県","岡崎市","岡町","美合","30分?60分",120000000,"","","1400",,"ほぼ台形","43.6","1400","","鉄骨造","工場","工場","西","市道",6.0,"工業地域",60,200,"2018年第４四半期","",""
164,"宅地(土地)","住宅地","23202","愛知県","岡崎市","岡町","美合","15",29000000,"170000","","560",52000,"ほぼ整形","25.2","","","","","倉庫","北","市道",5.2,"市街化調整区域",60,200,"2018年第４四半期","",""
165,"宅地(土地)","住宅地","23202","愛知県","岡崎市","岡町","美合","13",14000000,"260000","","180",78000,"袋地等","4.5","","","","","住宅","南西","市道",3.3,"準工業地域",60,200,"2018年第３四半期","",""
166,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","岡町","美合","13",16000000,"","","110",,"長方形","7.0","155","平成8年","木造","住宅","住宅","北東","市道",3.5,"第１種中高層住居専用地域",60,200,"2018年第２四半期","",""
167,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","小呂町","東岡崎","30分?60分",25000000,"","","300",,"長方形","20.0","115","昭和60年","木造","住宅","事務所","西","道路",2.0,"第１種中高層住居専用地域",60,200,"2018年第４四半期","",""
168,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","小呂町","東岡崎","30分?60分",17000000,"","","190",,"ほぼ長方形","15.0","130","昭和55年","鉄骨造","住宅、事務所","その他","北東","道路",3.0,"第１種住居地域",60,200,"2018年第１四半期","",""
169,"宅地(土地)","商業地","23202","愛知県","岡崎市","小呂町","東岡崎","30分?60分",42000000,"400000","","340",120000,"ほぼ台形","18.2","","","","","事務所","南西","県道",31.5,"準住居地域",60,200,"2018年第１四半期","",""
170,"宅地(土地)","住宅地","23202","愛知県","岡崎市","柿田町","東岡崎","29",50000000,"400000","","410",120000,"長方形","17.4","","","","","住宅","南","市道",12.0,"準工業地域",60,200,"2018年第３四半期","",""
171,"宅地(土地)","商業地","23202","愛知県","岡崎市","欠町","東岡崎","30分?60分",10000000,"300000","","110",90000,"台形","5.0","","","","","","西","県道",30.0,"準住居地域",60,200,"2019年第１四半期","",""
172,"宅地(土地)","住宅地","23202","愛知県","岡崎市","欠町","東岡崎","30分?60分",8000000,"33000","","800",10000,"不整形","12.5","","","","","","北","道路",2.1,"準工業地域",60,200,"2019年第１四半期","",""
